movie_title;imdb_id;title_year;duration;imdb_score;num_voted_users;director_name;actor_1_name;actor_2_name;actor_3_name;country;language;content_rating;genre_1;genre_2;genre_3;budget;gross;movie_facebook_likes;decade;profit;roi_pct;categorie_note
Underdogs ;tt1634003;2013;106;6,7;6920;Juan José Campanella;Pablo Rago;Diego Ramos;Gabriel Almirón;Spain;Spanish;PG;Adventure;Animation;Family;22000000,0;;0;2010;;;Moyen (6-7)
To Rome with Love ;tt1859650;2012;112;6,3;67893;Woody Allen;Ornella Muti;Judy Davis;Alessandra Mastronardi;USA;English;R;Comedy;Romance;;17000000,0;16684352,0;18000;2010;-315648,0;-1,9;Moyen (6-7)
Firefox ;tt0083943;1982;136;5,9;19832;Clint Eastwood;Clint Eastwood;Warren Clarke;Kenneth Colley;USA;English;PG;Action;Adventure;Thriller;21000000,0;46700000,0;0;1980;25700000,0;122,4;Faible (<6)
South Park: Bigger Longer & Uncut ;tt0158983;1999;81;7,8;162037;Trey Parker;Minnie Driver;Eric Idle;Trey Parker;USA;English;R;Animation;Comedy;Fantasy;21000000,0;52008288,0;0;1990;31008288,0;147,7;Bon (7-8)
Death at a Funeral ;tt0795368;2007;87;7,4;89547;Frank Oz;Peter Dinklage;Ewen Bremner;Kris Marshall;USA;English;R;Comedy;;;9000000,0;8579684,0;0;2000;-420316,0;-4,7;Bon (7-8)
Teenage Mutant Ninja Turtles III ;tt0108308;1993;96;4,8;25086;Stuart Gillard;Paige Turco;John Aylward;Matt Hill;USA;English;PG;Action;Adventure;Comedy;17000000,0;42660000,0;1000;1990;25660000,0;150,9;Faible (<6)
Hardball ;tt0180734;2001;106;6,3;22649;Brian Robbins;Keanu Reeves;D.B. Sweeney;DeWayne Warren;USA;English;PG-13;Drama;Sport;;21000000,0;40219708,0;0;2000;19219708,0;91,5;Moyen (6-7)
Silver Linings Playbook ;tt1045658;2012;122;7,8;533607;David O. Russell;Jennifer Lawrence;Robert De Niro;Bradley Cooper;USA;English;R;Comedy;Drama;Romance;21000000,0;132088910,0;117000;2010;111088910,0;529,0;Bon (7-8)
Freedom Writers ;tt0463998;2007;123;7,5;52533;Richard LaGravenese;Hunter Parrish;Scott Glenn;Imelda Staunton;Germany;English;PG-13;Biography;Crime;Drama;21000000,0;36581633,0;10000;2000;15581633,0;74,2;Bon (7-8)
For Colored Girls ;tt1405500;2010;133;6,0;6067;Tyler Perry;Omari Hardwick;Loretta Devine;Kimberly Elise;USA;English;R;Drama;;;;37721949,0;0;2010;;;Moyen (6-7)
The Transporter ;tt0293662;2002;92;6,8;237248;Louis Leterrier;Jason Statham;Qi Shu;Matt Schulze;France;English;PG-13;Action;Crime;Thriller;21000000,0;25296447,0;0;2000;4296447,0;20,5;Moyen (6-7)
Never Back Down ;tt1023111;2008;110;6,6;80556;Jeff Wadlow;Djimon Hounsou;Neil Brown Jr.;Leslie Hope;USA;English;PG-13;Action;Drama;Sport;20000000,0;24848292,0;0;2000;4848292,0;24,2;Moyen (6-7)
The Rage: Carrie 2 ;tt0144814;1999;104;4,6;13065;Katt Shea;Jason London;Rachel Blanchard;Eddie Kaye Thomas;USA;English;R;Horror;Sci-Fi;Thriller;21000000,0;17757087,0;897;1990;-3242913,0;-15,4;Faible (<6)
Away We Go ;tt1176740;2009;98;7,1;45992;Sam Mendes;Catherine O'Hara;Jim Gaffigan;Carmen Ejogo;USA;English;R;Comedy;Drama;Romance;17000000,0;9430988,0;7000;2000;-7569012,0;-44,5;Bon (7-8)
Swing Vote ;tt1027862;2008;120;6,1;15079;Joshua Michael Stern;Madeline Carroll;Judge Reinhold;Nathan Lane;USA;English;PG-13;Comedy;Drama;;21000000,0;16284360,0;1000;2000;-4715640,0;-22,5;Moyen (6-7)
Moonlight Mile ;tt0179098;2002;112;6,7;11983;Brad Silberling;Jake Gyllenhaal;Holly Hunter;Bob Clendenin;USA;English;PG-13;Drama;Romance;;21000000,0;6830957,0;365;2000;-14169043,0;-67,5;Moyen (6-7)
Tinker Tailor Soldier Spy ;tt1340800;2011;127;7,1;149066;Tomas Alfredson;Benedict Cumberbatch;Colin Firth;Gary Oldman;France;English;R;Drama;Mystery;Thriller;20000000,0;24104113,0;24000;2010;4104113,0;20,5;Bon (7-8)
Molly ;tt0143746;1999;102;5,8;2295;John Duigan;Elaine Hendrix;Jill Hennessy;Sarah Wynter;USA;English;PG-13;Comedy;Drama;Romance;21000000,0;15593,0;284;1990;-20984407,0;-99,9;Faible (<6)
The Beaver ;tt1321860;2011;91;6,7;39764;Jodie Foster;Jennifer Lawrence;Cherry Jones;Riley Thomas Stewart;USA;English;PG-13;Drama;;;21000000,0;958319,0;17000;2010;-20041681,0;-95,4;Moyen (6-7)
The Best Little Whorehouse in Texas ;tt0083642;1982;114;5,8;7748;Colin Higgins;Dolly Parton;Barry Corbin;Dom DeLuise;USA;English;R;Comedy;Musical;;35000000,0;69700000,0;0;1980;34700000,0;99,1;Faible (<6)
eXistenZ ;tt0120907;1999;115;6,8;77493;David Cronenberg;Jennifer Jason Leigh;Sarah Polley;Callum Rennie;Canada;English;R;Horror;Sci-Fi;Thriller;31000000,0;2840417,0;6000;1990;-28159583,0;-90,8;Moyen (6-7)
Raiders of the Lost Ark ;tt0082971;1981;115;8,5;661017;Steven Spielberg;Harrison Ford;Karen Allen;William Hootkins;USA;English;PG;Action;Adventure;;18000000,0;242374454,0;16000;1980;224374454,0;1246,5;Excellent (8+)
Home Alone 2: Lost in New York ;tt0104431;1992;120;6,6;200077;Chris Columbus;Macaulay Culkin;Kieran Culkin;Devin Ratray;USA;English;PG;Adventure;Comedy;Family;18000000,0;173585516,0;0;1990;155585516,0;864,4;Moyen (6-7)
Close Encounters of the Third Kind ;tt0075860;1977;135;7,7;139288;Steven Spielberg;Bob Balaban;Teri Garr;Melinda Dillon;USA;English;PG;Drama;Sci-Fi;;19400870,0;128300000,0;0;1970;108899130,0;561,3;Bon (7-8)
Pulse ;tt0454919;2006;90;4,7;24969;Jim Sonzero;Ian Somerhalder;Christina Milian;Rick Gonzalez;USA;English;PG-13;Drama;Horror;Sci-Fi;20000000,0;20259297,0;0;2000;259297,0;1,3;Faible (<6)
Beverly Hills Cop II ;tt0092644;1987;100;6,4;84824;Tony Scott;Dean Stockwell;Judge Reinhold;Ronny Cox;USA;English;R;Action;Comedy;Crime;28000000,0;153665036,0;0;1980;125665036,0;448,8;Moyen (6-7)
Bringing Down the House ;tt0305669;2003;105;5,5;30058;Adam Shankman;Angus T. Jones;Kimberly J. Brown;Steve Harris;USA;English;PG-13;Comedy;;;33000000,0;132541238,0;800;2000;99541238,0;301,6;Faible (<6)
The Silence of the Lambs ;tt0102926;1991;138;8,6;887467;Jonathan Demme;Anthony Hopkins;Scott Glenn;Anthony Heald;USA;English;R;Crime;Drama;Horror;19000000,0;130727000,0;40000;1990;111727000,0;588,0;Excellent (8+)
Wayne's World ;tt0105793;1992;94;7,0;114610;Penelope Spheeris;Tia Carrere;Lara Flynn Boyle;Kurt Fuller;USA;English;PG-13;Comedy;Music;;20000000,0;121697350,0;0;1990;101697350,0;508,5;Bon (7-8)
Jackass 3D ;tt1116184;2010;101;7,1;47794;Jeff Tremaine;Bam Margera;Steve-O;Chris Pontius;USA;English;R;Action;Comedy;Documentary;20000000,0;117224271,0;0;2010;97224271,0;486,1;Bon (7-8)
Jaws 2 ;tt0077766;1978;131;5,7;51314;Jeannot Szwarc;Roy Scheider;Murray Hamilton;Joseph Mascolo;USA;English;PG;Adventure;Horror;Thriller;20000000,0;102922376,0;0;1970;82922376,0;414,6;Faible (<6)
Beverly Hills Chihuahua ;tt1014775;2008;91;3,7;17829;Raja Gosnell;Jamie Lee Curtis;Nick Zano;Ali Hillis;USA;English;PG;Adventure;Comedy;Drama;20000000,0;94497271,0;0;2000;74497271,0;372,5;Faible (<6)
The Conjuring ;tt1457767;2013;112;7,5;300110;James Wan;Mackenzie Foy;Lili Taylor;Hayley McFarland;USA;English;R;Horror;Mystery;Thriller;20000000,0;137387272,0;131000;2010;117387272,0;586,9;Bon (7-8)
Are We There Yet? ;tt0368578;2005;95;4,6;22679;Brian Levant;Nia Long;Tracy Morgan;Jay Mohr;USA;English;PG;Adventure;Comedy;Family;32000000,0;82301521,0;773;2000;50301521,0;157,2;Faible (<6)
Tammy ;tt2103254;2014;100;4,9;35965;Ben Falcone;Gary Cole;Mark Duplass;Ben Falcone;USA;English;R;Comedy;;;20000000,0;84518155,0;11000;2010;64518155,0;322,6;Faible (<6)
School of Rock ;tt0332379;2003;108;7,1;210680;Richard Linklater;Miranda Cosgrove;Sarah Silverman;Mike White;USA;English;PG-13;Comedy;Music;;35000000,0;81257845,0;0;2000;46257845,0;132,2;Bon (7-8)
Mortal Kombat ;tt0113855;1995;101;5,8;81783;Paul W.S. Anderson;Christopher Lambert;Cary-Hiroyuki Tagawa;Bridgette Wilson-Sampras;USA;English;PG-13;Action;Adventure;Fantasy;18000000,0;70360285,0;0;1990;52360285,0;290,9;Faible (<6)
White Chicks ;tt0381707;2004;109;5,4;98794;Keenen Ivory Wayans;Busy Philipps;Jaime King;Brittany Daniel;USA;English;PG-13;Comedy;Crime;;37000000,0;69148997,0;0;2000;32148997,0;86,9;Faible (<6)
The Descendants ;tt1033575;2011;115;7,3;205284;Alexander Payne;Shailene Woodley;Nick Krause;Beau Bridges;USA;English;R;Comedy;Drama;;20000000,0;82624961,0;22000;2010;62624961,0;313,1;Bon (7-8)
Holes ;tt0311289;2003;117;7,1;58222;Andrew Davis;Tim Blake Nelson;Zane Holtz;Ski Carr;USA;English;PG;Adventure;Comedy;Drama;20000000,0;67325559,0;0;2000;47325559,0;236,6;Bon (7-8)
The Last Song ;tt1294226;2010;107;5,8;62421;Julie Anne Robinson;Kelly Preston;Bobby Coleman;Melissa Ordway;USA;English;PG;Drama;Family;Music;20000000,0;62933793,0;10000;2010;42933793,0;214,7;Faible (<6)
12 Years a Slave ;tt2024544;2013;134;8,1;439176;Steve McQueen;Quvenzhané Wallis;Scoot McNairy;Taran Killam;USA;English;R;Biography;Drama;History;20000000,0;56667870,0;83000;2010;36667870,0;183,3;Excellent (8+)
Drumline ;tt0303933;2002;118;5,7;28649;Charles Stone III;Leonard Roberts;Nick Cannon;Jason Weaver;USA;English;PG-13;Comedy;Drama;Music;20000000,0;56398162,0;2000;2000;36398162,0;182,0;Faible (<6)
Why Did I Get Married Too? ;tt1391137;2010;121;4,4;7664;Tyler Perry;Michael Jai White;Cicely Tyson;Tasha Smith;USA;English;PG-13;Comedy;Drama;Romance;20000000,0;60072596,0;0;2010;40072596,0;200,4;Faible (<6)
Edward Scissorhands ;tt0099487;1990;105;7,9;357581;Tim Burton;Johnny Depp;Dianne Wiest;Conchata Ferrell;USA;English;PG-13;Fantasy;Romance;;20000000,0;56362352,0;16000;1990;36362352,0;181,8;Bon (7-8)
Me Before You ;tt2674426;2016;110;7,6;44723;Thea Sharrock;Sam Claflin;Emilia Clarke;Brendan Coyle;UK;English;PG-13;Drama;Romance;;20000000,0;56154094,0;51000;2010;36154094,0;180,8;Bon (7-8)
Madea's Witness Protection ;tt2215285;2012;114;4,8;7354;Tyler Perry;John Amos;Tom Arnold;Romeo Miller;USA;English;PG-13;Comedy;Crime;Drama;20000000,0;65623128,0;0;2010;45623128,0;228,1;Faible (<6)
The French Connection ;tt0067116;1971;104;7,8;82476;William Friedkin;Roy Scheider;Fernando Rey;Tony Lo Bianco;USA;English;R;Action;Crime;Drama;1800000,0;;0;1970;;;Bon (7-8)
Bad Moms ;tt4651520;2016;100;6,7;4654;Jon Lucas;Mila Kunis;Jay Hernandez;Jada Pinkett Smith;USA;English;R;Comedy;;;20000000,0;55461307,0;18000;2010;35461307,0;177,3;Moyen (6-7)
Date Movie ;tt0466342;2006;85;2,7;50415;Aaron Seltzer;Alyson Hannigan;Carmen Electra;Fred Willard;USA;English;PG-13;Comedy;Romance;;20000000,0;48546578,0;806;2000;28546578,0;142,7;Faible (<6)
Return to Never Land ;tt0280030;2002;72;5,8;13324;Robin Budd;Roger Rees;Rob Paulsen;Spencer Breslin;USA;English;G;Adventure;Animation;Family;20000000,0;48423368,0;302;2000;28423368,0;142,1;Faible (<6)
Selma ;tt1020072;2014;128;7,5;61114;Ava DuVernay;David Oyelowo;Tom Wilkinson;Oprah Winfrey;UK;English;PG-13;Biography;Drama;History;20000000,0;52066000,0;22000;2010;32066000,0;160,3;Bon (7-8)
The Jungle Book 2 ;tt0283426;2003;72;5,4;11634;Steve Trenbirth;Haley Joel Osment;Phil Collins;Tony Jay;USA;English;G;Adventure;Animation;Family;20000000,0;47887943,0;227;2000;27887943,0;139,4;Faible (<6)
Boogeyman ;tt0357507;2005;89;4,1;25960;Stephen Kay;Barry Watson;Skye McCole Bartusiak;Charles Mesure;USA;English;PG-13;Drama;Horror;Mystery;20000000,0;46363118,0;1000;2000;26363118,0;131,8;Faible (<6)
Premonition ;tt0477071;2007;96;5,9;62364;Mennan Yapo;Nia Long;Amber Valletta;Marc Macaulay;USA;English;PG-13;Drama;Mystery;Thriller;20000000,0;47852604,0;0;2000;27852604,0;139,3;Faible (<6)
The Tigger Movie ;tt0220099;2000;77;6,3;13319;Jun Falkenstein;Kath Soucie;John Fiedler;Ken Sansom;USA;English;G;Animation;Comedy;Drama;30000000,0;45542421,0;347;2000;15542421,0;51,8;Moyen (6-7)
Orphan ;tt1148204;2009;123;7,0;141663;Jaume Collet-Serra;Jimmy Bennett;CCH Pounder;Aryana Engineer;USA;English;R;Horror;Mystery;Thriller;;41573740,0;20000;2000;;;Bon (7-8)
Max ;tt3369806;2015;111;6,8;18915;Boaz Yakin;Jay Hernandez;Joseph Julian Soria;Edgar Arreola;USA;English;PG;Adventure;Family;;20000000,0;42652003,0;33000;2010;22652003,0;113,3;Moyen (6-7)
Epic Movie ;tt0799949;2007;93;2,3;89687;Jason Friedberg;David Carradine;Carmen Electra;Fred Willard;USA;English;PG-13;Adventure;Comedy;;20000000,0;39737645,0;0;2000;19737645,0;98,7;Faible (<6)
Spotlight ;tt1895587;2015;128;8,1;195333;Tom McCarthy;Billy Crudup;Jamey Sheridan;Brian d'Arcy James;USA;English;R;Biography;Crime;Drama;20000000,0;44988180,0;80000;2010;24988180,0;124,9;Excellent (8+)
Lakeview Terrace ;tt0947802;2008;110;6,1;40469;Neil LaBute;Jay Hernandez;Justin Chambers;Robert Pine;USA;English;PG-13;Crime;Drama;Thriller;22000000,0;39263506,0;0;2000;17263506,0;78,5;Moyen (6-7)
The Grudge 2 ;tt0433386;2006;137;5,0;38658;Takashi Shimizu;Sarah Michelle Gellar;Sarah Roemer;Matthew Knight;USA;English;PG-13;Horror;Thriller;;20000000,0;39143839,0;930;2000;19143839,0;95,7;Faible (<6)
How Stella Got Her Groove Back ;tt0120703;1998;124;5,5;5427;Kevin Rodney Sullivan;Richard Lawson;James Pickens Jr.;Barry Shabaka Henley;USA;English;R;Comedy;Drama;Romance;20000000,0;37672350,0;0;1990;17672350,0;88,4;Faible (<6)
Bill & Ted's Bogus Journey ;tt0101452;1991;93;6,2;49680;Peter Hewitt;Keanu Reeves;George Carlin;Alex Winter;USA;English;PG;Adventure;Comedy;Fantasy;20000000,0;38037513,0;0;1990;18037513,0;90,2;Moyen (6-7)
Man of the Year ;tt0483726;2006;115;6,2;28005;Barry Levinson;Robin Williams;Tina Fey;Amy Poehler;USA;English;PG-13;Comedy;Drama;Romance;20000000,0;37442180,0;0;2000;17442180,0;87,2;Moyen (6-7)
The Black Hole ;tt0078869;1979;98;5,9;18481;Gary Nelson;Robert Forster;Maximilian Schell;Yvette Mimieux;USA;English;PG;Action;Sci-Fi;;20000000,0;;4000;1970;;;Faible (<6)
The American ;tt1440728;2010;105;6,3;79461;Anton Corbijn;Violante Placido;Thekla Reuten;Filippo Timi;USA;English;R;Crime;Drama;Thriller;20000000,0;35596227,0;10000;2010;15596227,0;78,0;Moyen (6-7)
Selena ;tt0120094;1997;127;6,7;19126;Gregory Nava;Jon Seda;Constance Marie;Jacob Vargas;USA;English;PG;Biography;Drama;Music;20000000,0;35422828,0;0;1990;15422828,0;77,1;Moyen (6-7)
Vampires Suck ;tt1666186;2010;82;3,5;39095;Jason Friedberg;Diedrich Bader;Dave Foley;Anneliese van der Pol;USA;English;PG-13;Comedy;;;20000000,0;36658108,0;16000;2010;16658108,0;83,3;Faible (<6)
Babel ;tt0449467;2006;143;7,5;243799;Alejandro G. Iñárritu;Brad Pitt;Harriet Walter;Dermot Crowley;France;English;R;Drama;;;25000000,0;34300771,0;0;2000;9300771,0;37,2;Bon (7-8)
This Is Where I Leave You ;tt1371150;2014;103;6,6;54242;Shawn Levy;Tina Fey;Abigail Spencer;Jane Fonda;USA;English;R;Comedy;Drama;;19800000,0;34290142,0;14000;2010;14490142,0;73,2;Moyen (6-7)
Doubt ;tt0918927;2008;104;7,5;99236;John Patrick Shanley;Philip Seymour Hoffman;Meryl Streep;Carrie Preston;USA;English;PG-13;Drama;Mystery;;20000000,0;33422556,0;0;2000;13422556,0;67,1;Bon (7-8)
Team America: World Police ;tt0372588;2004;98;7,2;136048;Trey Parker;Jeremy Shada;Maurice LaMarche;Trey Parker;USA;English;R;Action;Comedy;;30000000,0;32774834,0;0;2000;2774834,0;9,2;Bon (7-8)
Texas Chainsaw 3D ;tt1572315;2013;92;4,8;35131;John Luessenhop;Gunnar Hansen;Keram Malicki-Sánchez;Shaun Sipos;USA;English;R;Horror;Thriller;;11000000,0;34334256,0;16000;2010;23334256,0;212,1;Faible (<6)
Copycat ;tt0112722;1995;123;6,6;42315;Jon Amiel;William McNamara;Holly Hunter;Harry Connick Jr.;USA;English;R;Crime;Drama;Mystery;20000000,0;32051917,0;0;1990;12051917,0;60,3;Moyen (6-7)
Scary Movie 5 ;tt0795461;2013;88;3,5;50337;Malcolm D. Lee;Marisa Saks;Snoop Dogg;Molly Shannon;USA;English;PG-13;Comedy;;;20000000,0;32014289,0;13000;2010;12014289,0;60,1;Faible (<6)
Paint Your Wagon ;tt0064782;1969;158;6,7;9352;Joshua Logan;Clint Eastwood;Lee Marvin;Ray Walston;USA;English;PG-13;Comedy;Drama;Musical;20000000,0;;0;1960;;;Moyen (6-7)
Milk ;tt1013753;2008;128;7,6;136673;Gus Van Sant;James Franco;Denis O'Hare;Lucas Grabeel;USA;English;R;Biography;Drama;History;20000000,0;31838002,0;10000;2000;11838002,0;59,2;Bon (7-8)
Risen ;tt3231054;2016;107;6,3;12276;Kevin Reynolds;Peter Firth;Jan Cornet;María Botto;USA;English;PG-13;Action;Adventure;Drama;20000000,0;36874745,0;21000;2010;16874745,0;84,4;Moyen (6-7)
Ghost Ship ;tt0288477;2002;91;5,5;75920;Steve Beck;Isaiah Washington;Ron Eldard;Francesca Rettondini;USA;English;R;Horror;;;35000000,0;30079316,0;0;2000;-4920684,0;-14,1;Faible (<6)
A Very Harold & Kumar 3D Christmas ;tt1268799;2011;90;6,3;55008;Todd Strauss-Schulson;Patton Oswalt;Thomas Lennon;Paula Garcés;USA;English;R;Adventure;Comedy;;19000000,0;35033759,0;21000;2010;16033759,0;84,4;Moyen (6-7)
Wild Things ;tt0120890;1998;115;6,5;90677;John McNaughton;Bill Murray;Robert Wagner;Jeff Perry;USA;English;R;Crime;Drama;Mystery;20000000,0;29753944,0;0;1990;9753944,0;48,8;Moyen (6-7)
The Stepfather ;tt0814335;2009;101;5,6;23424;Nelson McCormick;Sela Ward;Paige Turco;Skyler Samuels;USA;English;PG-13;Crime;Thriller;;;29062561,0;0;2000;;;Faible (<6)
The Debt ;tt1226753;2010;113;6,9;55441;John Madden;Tom Wilkinson;Jesper Christensen;Romi Aboulafia;USA;English;R;Drama;Thriller;;20000000,0;31146570,0;0;2010;11146570,0;55,7;Moyen (6-7)
High Fidelity ;tt0146882;2000;113;7,6;143137;Stephen Frears;Drake Bell;Lili Taylor;Lisa Bonet;UK;English;R;Comedy;Drama;Music;20000000,0;27277055,0;10000;2000;7277055,0;36,4;Bon (7-8)
One Missed Call ;tt0479968;2008;87;3,9;26624;Eric Valette;Johnny Lewis;Jason Beghe;Margaret Cho;Japan;English;PG-13;Horror;Mystery;;27000000,0;26876529,0;0;2000;-123471,0;-0,5;Faible (<6)
Eye for an Eye ;tt0116260;1996;101;6,1;9845;John Schlesinger;Joe Mantegna;Beverly D'Angelo;Philip Baker Hall;USA;English;R;Crime;Drama;Thriller;20000000,0;53146000,0;613;1990;33146000,0;165,7;Moyen (6-7)
The Bank Job ;tt0200465;2008;111;7,3;152247;Roger Donaldson;Jason Statham;Saffron Burrows;Daniel Mays;UK;English;R;Crime;Drama;Romance;20000000,0;30028592,0;0;2000;10028592,0;50,1;Bon (7-8)
Eternal Sunshine of the Spotless Mind ;tt0338013;2004;108;8,3;666937;Michel Gondry;Kate Winslet;Kirsten Dunst;Tom Wilkinson;USA;English;R;Drama;Fantasy;Romance;20000000,0;34126138,0;52000;2000;14126138,0;70,6;Excellent (8+)
You Again ;tt1414382;2010;105;5,8;41273;Andy Fickman;Jamie Lee Curtis;James Wolk;Christine Lakin;USA;English;PG;Comedy;Family;Romance;20000000,0;25677801,0;0;2010;5677801,0;28,4;Faible (<6)
Street Kings ;tt0421073;2008;109;6,8;94892;David Ayer;Keanu Reeves;Chris Evans;Noel Gugliemi;USA;English;R;Action;Crime;Drama;20000000,0;26415649,0;0;2000;6415649,0;32,1;Moyen (6-7)
The World's End ;tt1213663;2013;109;7,0;185587;Edgar Wright;Michael Smiley;Thomas Law;Jasper Levine;UK;English;R;Action;Comedy;Sci-Fi;20000000,0;26003149,0;49000;2010;6003149,0;30,0;Bon (7-8)
Nancy Drew ;tt0479500;2007;99;5,9;15877;Andrew Fleming;Kay Panabaker;Laura Harring;Tate Donovan;USA;English;PG;Comedy;Crime;Family;20000000,0;25584685,0;590;2000;5584685,0;27,9;Faible (<6)
Daybreakers ;tt0433362;2009;98;6,5;105797;Michael Spierig;Jay Laga'aia;Damien Garvey;Tiffany Lamb;Australia;English;R;Action;Horror;Sci-Fi;20000000,0;29975979,0;0;2000;9975979,0;49,9;Moyen (6-7)
She's Out of My League ;tt0815236;2010;104;6,4;101730;Jim Field Smith;Mike Vogel;Kim Shaw;Geoff Stults;USA;English;R;Comedy;Romance;;20000000,0;31584722,0;0;2010;11584722,0;57,9;Moyen (6-7)
Monte Carlo ;tt1067774;2011;109;5,8;32951;Thomas Bezucha;Leighton Meester;Luke Bracey;Brett Cullen;Hungary;English;PG;Adventure;Comedy;Family;20000000,0;23179303,0;6000;2010;3179303,0;15,9;Faible (<6)
Stay Alive ;tt0441796;2006;75;5,1;25870;William Brent Bell;Adam Goldberg;Frankie Muniz;Samaire Armstrong;USA;English;PG-13;Horror;Thriller;;9000000,0;23078294,0;0;2000;14078294,0;156,4;Faible (<6)
Quigley Down Under ;tt0102744;1990;119;6,8;15230;Simon Wincer;Alan Rickman;Tom Selleck;Ben Mendelsohn;Australia;English;PG-13;Action;Adventure;Drama;20000000,0;21413105,0;0;1990;1413105,0;7,1;Moyen (6-7)
Alpha and Omega ;tt1213012;2010;90;5,3;10986;Anthony Bell;Kevin Sussman;Larry Miller;Christine Lakin;USA;English;PG;Adventure;Animation;Comedy;20000000,0;25077977,0;0;2010;5077977,0;25,4;Faible (<6)
The Covenant ;tt0475944;2006;97;5,3;39541;Renny Harlin;Laura Ramsey;Kyle Schmid;Toby Hemingway;USA;English;PG-13;Action;Fantasy;Horror;20000000,0;23292105,0;3000;2000;3292105,0;16,5;Faible (<6)
Stick It ;tt0430634;2006;103;6,4;22604;Jessica Bendinger;Jeff Bridges;Vanessa Lengies;John Patrick Amedori;Germany;English;PG-13;Comedy;Drama;Sport;;26870825,0;0;2000;;;Moyen (6-7)
Shorts ;tt1100119;2009;89;4,9;5332;Robert Rodriguez;Jimmy Bennett;Leo Howard;Jake Short;USA;English;PG;Comedy;Family;Fantasy;40000000,0;20916309,0;431;2000;-19083691,0;-47,7;Faible (<6)
To Die For ;tt0114681;1995;106;6,8;34774;Gus Van Sant;Kurtwood Smith;Wayne Knight;Holland Taylor;USA;English;R;Comedy;Crime;Drama;20000000,0;21200000,0;1000;1990;1200000,0;6,0;Moyen (6-7)
Nerve ;tt3531824;2016;96;7,1;4303;Henry Joost;Samira Wiley;Marc John Jefferies;Emily Meade;USA;English;PG-13;Adventure;Crime;Mystery;20000000,0;28876924,0;0;2010;8876924,0;44,4;Bon (7-8)
Appaloosa ;tt0800308;2008;115;6,8;50198;Ed Harris;Viggo Mortensen;James Gammon;Tom Bower;USA;English;R;Crime;Drama;Western;;20207003,0;0;2000;;;Moyen (6-7)
Vampires ;tt0120877;1998;104;6,1;42664;John Carpenter;Sheryl Lee;Cary-Hiroyuki Tagawa;Maximilian Schell;USA;English;R;Action;Horror;Thriller;20000000,0;20241395,0;0;1990;241395,0;1,2;Moyen (6-7)
Psycho ;tt0054215;1960;108;8,5;422432;Alfred Hitchcock;Janet Leigh;Vera Miles;John Gavin;USA;English;R;Horror;Mystery;Thriller;806947,0;32000000,0;18000;1960;31193053,0;3865,6;Excellent (8+)
My Best Friend's Girl ;tt1046163;2008;112;5,9;36983;Howard Deutch;Dane Cook;Taran Killam;Riki Lindhome;USA;English;R;Comedy;Romance;;40000000,0;19151864,0;0;2000;-20848136,0;-52,1;Faible (<6)
Endless Love ;tt2318092;2014;104;6,3;31323;Shana Feste;Alex Pettyfer;Bruce Greenwood;Rhys Wakefield;USA;English;PG-13;Drama;Romance;;20000000,0;23393765,0;0;2010;3393765,0;17,0;Moyen (6-7)
Georgia Rule ;tt0791304;2007;113;5,9;20539;Garry Marshall;Hector Elizondo;Zachary Gordon;Jane Fonda;USA;English;R;Comedy;Drama;;20000000,0;18882880,0;681;2000;-1117120,0;-5,6;Faible (<6)
Under the Rainbow ;tt0083254;1981;98;5,4;2061;Steve Rash;Mako;Adam Arkin;Billy Barty;USA;English;PG;Comedy;;;20000000,0;8500000,0;501;1980;-11500000,0;-57,5;Faible (<6)
Ladyhawke ;tt0089457;1985;121;7,0;33597;Richard Donner;Matthew Broderick;John Wood;Leo McKern;USA;English;PG-13;Adventure;Comedy;Drama;20000000,0;;0;1980;;;Bon (7-8)
Simon Birch ;tt0124879;1998;114;6,9;18366;Mark Steven Johnson;Oliver Platt;Jan Hooks;Dana Ivey;USA;English;PG;Comedy;Drama;Family;30000000,0;18252684,0;0;1990;-11747316,0;-39,2;Moyen (6-7)
Reign Over Me ;tt0490204;2007;124;7,5;83786;Mike Binder;Adam Sandler;Don Cheadle;John de Lancie;USA;English;R;Drama;;;20000000,0;19661987,0;0;2000;-338013,0;-1,7;Bon (7-8)
Into the Wild ;tt0758758;2007;148;8,2;426359;Sean Penn;Kristen Stewart;William Hurt;Hal Holbrook;USA;English;R;Adventure;Biography;Drama;15000000,0;18352454,0;76000;2000;3352454,0;22,3;Excellent (8+)
School for Scoundrels ;tt0462519;2006;108;5,9;26100;Todd Phillips;Jon Heder;Sarah Silverman;Jacinda Barrett;USA;English;PG-13;Comedy;;;20000000,0;17803796,0;484;2000;-2196204,0;-11,0;Faible (<6)
Silent Hill: Revelation 3D ;tt0938330;2012;95;5,0;49888;Michael J. Bassett;Radha Mitchell;Deborah Kara Unger;Martin Donovan;France;English;R;Adventure;Drama;Horror;20000000,0;17529157,0;25000;2010;-2470843,0;-12,4;Faible (<6)
From Dusk Till Dawn ;tt0116367;1996;108;7,3;219091;Robert Rodriguez;Quentin Tarantino;Salma Hayek;Cheech Marin;USA;English;R;Crime;Fantasy;Horror;19000000,0;25753840,0;12000;1990;6753840,0;35,5;Bon (7-8)
